,text
Ses01F_script01_3_M010,"Am I embarrassing you? Are you - See, I didn't want to do it here with this yard, on this porch. I wanted it to be somewhere new, some place fresh for both of us."
Ses01F_script01_3_F013,No. No
Ses01F_script01_3_F014,"Chris, I've been ready a long, long, time."
Ses01F_script01_3_F015,I almost got married two years ago.
Ses01F_script01_3_F016,You started to write me.
Ses01F_script01_3_F017,Every day since.
Ses01F_script01_3_M015,Why didn't you let me know?
Ses01F_script01_3_M016,Give me a...
Ses01F_script01_3_M017,Give me a kiss.
Ses01F_script01_3_F019,beating around the bush.
Ses01F_script01_3_F020,"I will never forgive you. All I'd done was sit around wondering if I was crazy waiting so long, wondering if you were thinking about me."
Ses01F_script01_3_M019,"Oh Annie, we are going to live now. I am going to make you so happy."
Ses01F_script01_3_F021,Not like that you're not.
Ses01F_script01_3_M020,I kissed you.
Ses01F_script01_3_F022,"Like Larry's brother. Do it like you, Chris."
Ses01F_script01_3_M021,"Hey, let's drive some place. Huh? Let's get out of here."
Ses01F_script01_3_M022,No it's nothing like that. It's-
Ses01F_script01_3_M023,Yeah. I suppose I have been. But it's going from me.
Ses01F_script01_3_M024,I don't even know how to start.
Ses01F_script01_3_M025,"It's just all mixed up with so many other things, you know? You know overseas I was in command of a company?"
Ses01F_script01_3_F028,"Yeah, sure."
Ses01F_script01_3_M026,Well I lost them.
Ses01F_script01_3_F029,How many?
Ses01F_script01_3_M027,Pretty much all.
Ses01F_script01_3_F030,"Aw, geez."
Ses01F_script01_3_M028,You can't just toss off a thing like that because they weren't just men. You know?
Ses01F_script01_3_M029,"Like for instance, there was this one time it had been raining for several days and this kid he just came up to me and he gave me his last pair of dry socks. He just put them in my pocket. That's a little thing, you know, but that's what kind of guys I had."
Ses01F_script01_3_M030,"They didn't die, they killed themselves for each other. I mean that, exactly. Just a little more selfish and they would all be here today."
Ses01F_script01_3_F031,Mmhmm.
Ses01F_script01_3_M032,"To bring that on to the earth again, you know, is like some kind of monument and I thought I would just make a difference to them."
Ses01F_script01_3_M033,"But then I came home and it was incredible, you know? The whole thing was just kind of this random bus accident. You know, I went back to the rat race again, I went to work."
Ses01F_script01_3_M036,And I didn't want any of it. I guess that included you.
Ses01F_script01_3_M037,I just want you to know Annie.
Ses01F_script01_3_F035,What would I do with a fortune?
Ses01F_script02_1_F000,Fine.
Ses01F_script02_1_M002,"Okay. Is that, is that--"
Ses01F_script02_1_F001,[BREATHING]
Ses01F_script02_1_M007,"The flashlight, the silver one. There's only one, isn't there?"
Ses01F_script02_1_F004,That's not your flashlight.
Ses01F_script02_1_M008,Whose is it?
Ses01F_script02_1_M009,"Oh...well. Yeah, of course."
Ses01F_script02_1_F006,You keep saying my flashlight like it's just yours.
Ses01F_script02_1_M010,No.
Ses01F_script02_1_F007,How's that supposed to make me feel?
Ses01F_script02_1_M011,"Of course, our flashlight. What's yours is mine. Me flashlight es su flashlight."
Ses01F_script02_1_M012,"Naturally. God, how could we not think to bring it? I hope the moon stays out, though."
Ses01F_script02_1_M013,Do they always run during a full moon? I don't remember. Was it full last year?
Ses01F_script02_1_F008,Yeah.
Ses01F_script02_1_M014,"Huh. Are you cold? Do you want my jacket? No? you know, we should have brought the blanket? Our blanket."
Ses01F_script02_1_M015,"Aw. Do you know, I should have brought a six pack, too. A six pack, that would be just the ticket right about now. Huh?"
Ses01F_script02_1_M016,"God, I'm so excited, I'm like a kid. I can't believe I got out of the house with my fly zipped up."
Ses01F_script02_1_F009,[LAUGHTER]
Ses01F_script02_1_F010,I'm cold.
Ses01F_script02_1_M018,Do you want my jacket?
Ses01F_script02_1_M020,Right.
Ses01F_script02_1_M021,"Wait, that's my point, too."
Ses01F_script02_1_F014,"Well, then let's go."
Ses01F_script02_1_M022,"No, no. Okay. That's not my point. My point is there is no point in coming down here if we just turn around and go home. Don't you want to see it?"
Ses01F_script02_1_F015,Not particularly.
Ses01F_script02_1_M023,Why not?
Ses01F_script02_1_M024,"Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this. It's just forty minutes away for us; it's too good to pass up."
Ses01F_script02_1_F017,"Pass what up? I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die."
Ses01F_script02_1_M025,Yeah. But this..this moment on the beach is like the highlight of their little lives. All that flopping around is laying eggs or what to do - spawning or mating or whatever.
Ses01F_script02_1_M026,This is a big night for these little guys. It's like life's last orgy.
Ses01F_script02_1_M027,Yeah they do.
Ses01F_script02_1_F019,Oh Augie
Ses01F_script02_1_M029,"There's like mystery here, there's magic. It's like a little bit of the unexplainable. I just can't see how you're not interested."
Ses01F_script02_1_F021,Yeah.
Ses01F_script02_1_M031,"God, I don't get it. you know the first time we came here, you said it was the best night of your life?"
Ses01F_script02_1_M032,"And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car."
Ses01F_script02_1_M033,Ahh...we weren't in a good spot.
Ses01F_script02_1_F023,Hmm. We didn't see them the year before either.
Ses01F_script02_1_M034,"We just weren't in a good spot. I'm telling you, this is a much better spot. I have instincts for these things."
Ses01F_script02_1_M035,"Look there, see? What's that? No, that's - that's just seaweed."
Ses01F_script02_1_M036,"God, this is great. Think about this. I know you are not interested, but just think about this."
Ses01F_script02_1_M038,"Just all at once, they turned and they formed this line as long as the California coast. And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming."
Ses01F_script02_1_M040,It's single mindedness with no mind. It is urgency that is just pure urge.
Ses01F_script02_1_F024,That's the wind.
Ses01F_script02_1_M043,So what do you think?
Ses01F_script02_1_F025,About what?
Ses01F_script02_1_M044,"About all of that, about all I was talking about."
Ses01F_script02_2_M000,"Look at this, all of the hairs are standing up on my arm."
Ses01F_script02_2_F000,That's the wind.
Ses01F_script02_2_M001,"Well, so, what do you think?"
Ses01F_script02_2_F001,About what?
Ses01F_script02_2_M002,About what I was saying.
Ses01F_script02_2_M004,"Not just me, look at all of these people."
Ses01F_script02_2_M006,"Carla, can I ask you something? Now, don't take this the wrong way, but are you on your period?"
Ses01F_script02_2_F006,"Don't ask me that. I hate it when you ask me that, you always ask me that. It's insulting."
Ses01F_script02_2_M007,"Well then, what's bugging you?"
Ses01F_script02_2_F007,We just have different ideas of what this night is supposed to look like.
Ses01F_script02_2_M008,"There is nothing to it; we come down here, the fish arrive, they flop around, they do their fish thing. We go ooh, ah, look at the fish and we go home."
Ses01F_script02_2_F008,"For God- Grow up, Augie. The fish are not going to arrive."
Ses01F_script02_2_M009,Why not?
Ses01F_script02_2_F009,Because they never do. Have they...Have they ever?
Ses01F_script02_2_M010,We've missed them twice.
Ses01F_script02_2_F010,Twice is every time we have tried; that's ever.
Ses01F_script02_2_M011,They'll show up this time.
Ses01F_script02_2_F012,I feel like my whole life is going to be spent standing on this beach with my eyes wide open and my hands clasped expectantly waiting for fish to show up. And the fish never show up.
Ses01F_script02_2_F013,You don't understand anything I am saying.
Ses01F_script02_2_M013,No. Of course not.
Ses01F_script02_2_F015,"I feel like I'm always just standing here waiting. I feel like this night is going to be the night, but it never is."
Ses01F_script02_2_M014,"It's just fish, it's nothing to get traumatized over."
Ses01F_script02_2_F016,"For God's sake, this is not about fish."
Ses01F_script02_2_M015,Okay. I'm trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here.
Ses01F_script02_2_M016,"Okay. So you were fine during that phone call from Marge and then dinner was okay. And doing the dishes was fine and then I was going to take a shower and you're watching the news and you said the grunions are running tonight, do you want to go? And I said, sure great, let's go."
Ses01F_script02_2_M017,"Okay. So I am putting out the pets, getting the car out of the garage."
Ses01F_script02_2_F017,Do you remember the first year we came here? It was like four years after we got married.
Ses01F_script02_2_F019,"You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them. And I remember thinking, this is it. You know, finally, I am as happy as I'm supposed to be."
Ses01F_script02_2_M019,"It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne. I said no, time's a wasting or something like that."
Ses01F_script02_2_F021,dancing barefoot in the sand.
Ses01F_script02_2_M020,"That's what it is? Right? You want this to be like the other time, right?"
Ses01F_script02_2_F022,I'd rather not remember some things. I'd rather not hope for some things.
Ses01F_script02_2_M021,Sure. All right. Okay.
Ses01F_script02_2_M022,"Listen, do you want to dance?"
Ses01F_script02_2_F023,No.
Ses01F_script02_2_M023,Do you want me to go get some champagne?
Ses01F_script02_2_M024,Do you want to take off your shoes?
Ses01F_script02_2_F025,"No, no. Nothing."
Ses01F_script02_2_M026,Do you want to get married again?
Ses01F_script02_2_F026,No.
Ses01F_script02_2_F027,No.
Ses01F_script02_2_F029,[BREATHING]
Ses01F_script02_2_M031,"No I'm just like you. I thought it was going to be all roses and peaches and the bills would just pay themselves. And we'll have three, fat rosy cheeked children. Huh, baby, the joke's on us. Because you know what you get?"
Ses01F_script02_2_M032,Do you know what you get? You get this.
Ses01F_script02_2_F030,This? What is this? This is nothing. This isn't even anything.
Ses01F_script02_2_M033,Yes it is.
Ses01F_script02_2_F032,"I mean this is a lot of things, but it's just..."
Ses01F_script02_2_M035,[BREATHING]
Ses01F_script02_2_F033,Do you understand what I am saying?
Ses01F_script02_2_M036,I'm doing the best I can.
Ses01F_script02_2_F034,"I know you are Augie, I know."
Ses01F_script02_2_F035,"I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else."
Ses01F_script02_2_M037,"Maybe if you were with someone else, too."
Ses01F_script02_2_F036,I didn't say that.
Ses01F_script02_2_M038,I just- I know I don't make you happy.
Ses01F_script02_2_F040,"You're the one who probably wishes he was with somebody else. Somebody who doesn't take things so seriously, who could enjoy herself."
Ses01F_script02_2_M040,"You know, actually now that you mention it, no I don't."
Ses01F_script02_2_F041,"So maybe we are in the wrong spot, but we are with the right person."
Ses01F_script02_2_M041,"I don't know, it seemed like such a good spot to me."
Ses01F_script02_2_M042,"We have a great view of the moon from here, though, huh?"
Ses01F_script02_2_F042,"Hmm. I noticed that, it's pretty. Big old white moon."
Ses01F_script02_2_M043,[BREATHING]
Ses01F_script02_2_M044,And look what I got here.
Ses01F_script02_2_F043,"Augie, you bought refreshments."
Ses01F_script02_2_F044,I guess we don't need glasses.
Ses01F_script02_2_M046,[BREATHING]
Ses01F_script02_2_M047,Do you want to go home? Are you cold?
Ses01F_script02_2_F045,I'm beginning to think this might be the right spot after all.
Ses01F_script02_2_F046,"Augie, I'm sorry."
Ses01F_script02_2_M048,"Shh. If we're very quiet, the fish might come."
Ses01F_script02_2_F047,Or not.
Ses01F_script02_2_M049,Or not.
Ses01F_script03_1_M005,I don't care then.
Ses01F_script03_1_M007,No. Wrong number. [LAUGHTER]
Ses01F_script03_1_F005,[LAUGHTER] That sent shivers up my spine.
Ses01F_script03_1_M008,What shall we do if they suddenly walk in on us.[LAUGHTER]
Ses01F_script03_1_F006,We'll behave exquisitely.
Ses01F_script03_1_M009,With perfect poise.
Ses01F_script03_1_F007,I think I shall do a curtsy.
Ses01F_script03_1_M010,"It's strange; things that ought to matter dreadfully, they just don't matter at all when one's happy. Do they?"
Ses01F_script03_1_F010,Yes. Meaning just that.
Ses01F_script03_1_M013,"Well what does it all mean? That's what I ask myself in my quest for ultimate truth. Dear God, what does it all mean?"
Ses01F_script03_1_F011,Don't laugh at me. I'm being serious.
Ses01F_script03_1_F012,Who's they?
Ses01F_script03_1_M018,Who knows?
Ses01F_script03_1_M021,Yes. Yes with all of his might.
